platform,developer,releasedate,metascore
PC,Devespresso Games,19-Oct-15,69
PC,Yukitama,16-Sep-15,69
PS4,Honeyslug Ltd,2-Jun-15,69
PC,Black Lab Games,4-Jun-15,69
XONE,Team Ninja,17-Feb-15,69
PS4,Avalanche Studios,1-Sep-15,69
PC,Daedalic Entertainment,2-Dec-15,69
PC,Connor Ullmann,27-Feb-15,69
PS4,Telltale Games,3-Feb-15,69
PS4,"Climax Group, Climax Studios",21-Apr-15,69
PS4,Telltale Games,17-Nov-15,69
PS4,Dissident Logic,31-Mar-15,69
PC,Game Freak,21-Jul-15,69
PS4,Dimps Corporation,24-Feb-15,69
PC,Team Ninja,30-Mar-15,69
PS3,"5pb, Tenco",24-Nov-15,69
3DS,"RideonJapan,Inc., Ride On",19-Feb-15,69
PC,"Fatshark AB, Fatshark",30-Mar-15,69
PS4,The Odd Gentlemen,15-Dec-15,68
PC,Gentlymad,21-Aug-15,68
PC,Serenity Forge,2-Oct-15,68
PC,Seaven Studio,11-May-15,68
WIIU,Toxic Games,10-Sep-15,68
PC,TURBOGUN,8-Sep-15,68
XONE,RedLynx,14-Jul-15,68
PC,OSome Studio,3-Mar-15,68
PC,Oldblood,9-Oct-15,68
PC,Dissident Logic,31-Mar-15,68
PC,Funktronic Labs,25-Aug-15,68
PC,Turbine Inc.,26-Mar-15,68
PC,"Red Dot Games, Red Dot Studio",23-Apr-15,68
PS4,Kraken Empire,16-Oct-15,68
PC,Frozen District,19-Aug-15,68
PC,Toasty Games,10-Mar-15,68
PC,Scott Cawthon,2-Mar-15,68
VITA,Natsume,3-Feb-15,68
PS4,"Ubisoft, Ubisoft Montreal",13-Jan-15,68
PC,"Frozenbyte, Inc.",20-Aug-15,68
PC,Owl Cave,16-Apr-15,68
PC,SoftPlanet,30-Nov-15,68
PC,Telltale Games,22-Dec-15,68
3DS,Marvelous Inc.,2-Jun-15,68
VITA,Sting,24-Feb-15,68
PS4,Monolith Productions,24-Feb-15,68
XONE,"Vicious Cycle, Little Orbit",1-Dec-15,68
PC,Milestone S.r.l,27-Mar-15,68
PC,Shark Punch,4-Jun-15,68
3DS,Office Create,12-Nov-15,68
PC,ZackBellGames,5-Aug-15,68
PS4,Neptune Interactive Inc.,4-Aug-15,68
PC,Kyy Games,20-Oct-15,67
PC,Twelve Tiles,8-May-15,67
VITA,Novarama,26-May-15,67
WIIU,Koei Tecmo Games,22-Oct-15,67
PC,The Odd Gentlemen,15-Dec-15,67
3DS,"Cattle Call, FuRyu",13-Oct-15,67
WIIU,Eden Industries,20-Jan-15,67
PS4,OSome Studio,3-Mar-15,67
PC,"Climax Group, Climax Studios",21-Apr-15,67
WIIU,Grendel Games,2-Apr-15,67
XONE,"Ubisoft, Climax Studios",21-Apr-15,67
PC,Night Dive Studios,17-Dec-15,67
PC,Limbic Entertainment,29-Sep-15,67
PC,Skyshine Games,16-Sep-15,67
WIIU,"Neon Studios, Kaiko",28-Jul-15,67
VITA,Felistella,27-Jan-15,67
PC,Cowardly Creations,23-Apr-15,67
PC,Funcom,27-Oct-15,67
WIIU,Upper One Games,25-Jun-15,67
XONE,Italic Pig,13-May-15,67
3DS,"Big John Games, Gamers Digital",23-Apr-15,67
3DS,Engine Software,5-Mar-15,67
3DS,Springloaded,15-Jan-15,67
PC,Access Games,5-Jun-15,67
XONE,Threaks,7-Aug-15,67
PC,Bandai Namco Games,1-Jul-15,67
VITA,LEAP Game Studios,21-Jul-15,67
XONE,Dimps Corporation,24-Feb-15,67
PC,Cyanide,18-Jun-15,66
VITA,Eden Industries,20-Jan-15,66
PC,Maxis,13-Jan-15,66
PC,Kingdom Games,24-Nov-15,66
PC,Volition Inc.,20-Jan-15,66
3DS,Nintendo,25-Sep-15,66
PS4,Zachtronics Industries,20-Jan-15,66
XONE,Cryptic Studios,31-Mar-15,66
PC,Team 17,30-Sep-15,66
VITA,Luc Bernard,24-Feb-15,66
PC,Chocolate Liberation Front,24-Feb-15,66
PC,HandMade Game,1-May-15,66
PC,Tale of Tales,21-May-15,66
VITA,Experience Inc.,9-Jun-15,66
PC,Idea Factory,4-Aug-15,66
XONE,Grip Games,30-Jan-15,66
PS4,Milestone S.r.l,6-Oct-15,66
PC,BioWare,11-Aug-15,66
VITA,IguanaBee,7-Apr-15,66
PS3,"Sega, French-Bread",6-Oct-15,66
WIIU,Breakfall,24-Sep-15,66
PS4,1337 & Senri LLC,8-Sep-15,66
PC,Rival Games Ltd,28-May-15,66
PC,Glass Bottom Games,20-Feb-15,66
WIIU,"Nintendo, Nd Cube",20-Mar-15,66
PC,OlderBytes,15-Dec-15,66
PS4,Ghost Games,3-Nov-15,66
PC,"Coco Cucumber, Cococucumber",24-Aug-15,66
PC,Square Enix,10-Dec-15,66
PC,Prologue Games,6-Jul-15,66
XONE,Ubisoft,20-Oct-15,66
PC,Funselektor Labs Inc.,29-Jul-15,66
PC,"343 Industries, Vanguard Games",16-Apr-15,66
PS4,Volition Inc.,20-Jan-15,66
XONE,Vicious Cycle,20-Oct-15,66
PC,"LRDGames, Inc.",16-Oct-15,66
VITA,Dennaton,10-Mar-15,66
PC,Eden Industries,20-Jan-15,66
PS4,Choice Provisions,22-Sep-15,65
PS4,"Frozenbyte, Inc.",22-Dec-15,65
PC,Cat Rabbit,1-Oct-15,65
PC,Flying Cafe for Semianimals,24-Jul-15,65
XONE,Telltale Games,24-Jun-15,65
XONE,Overkill Software,16-Jun-15,65
VITA,Jaywalkers Interactive,5-Feb-15,65
XONE,Volition Inc.,20-Jan-15,65
XONE,Vector Unit,29-May-15,65
PC,GreyLight Entertainment,28-Sep-15,65
PC,Ubisoft Montpellier,18-Aug-15,65
PC,Bits & Beasts,23-Jul-15,65
PC,Ubisoft,29-Jan-15,65
3DS,talestune,10-Dec-15,65
PC,Vladimir Kudelka,31-Aug-15,65
PC,Team ERROR,13-Jul-15,65
PC,Triskell Interactive,25-Jun-15,65
PC,Insomniac Games,20-Apr-15,65
3DS,Artdink,14-Apr-15,65
WIIU,Madskull Creations,9-Apr-15,65
XONE,Vector Unit Inc.,23-Jan-15,65
PS4,Codemasters,21-Jul-15,65
XONE,Ghost Games,3-Nov-15,65
PC,Kylotonn,8-Oct-15,65
VITA,Arc System Works,7-Jul-15,65
VITA,iFun4all,15-Dec-15,65
VITA,Frima Studio,18-Aug-15,65
PS4,Zen Studios,22-Apr-15,65
PS4,"Namco Bandai Games, Bandai Namco Games, Aquria",28-Jul-15,65
PC,GabberGames,12-Jan-15,65
XONE,Ivory Tower,17-Nov-15,65
XONE,Team 17,30-Sep-15,65
PS3,Nippon Ichi Software,17-Mar-15,65
PC,A Crowd of Monsters,25-Dec-15,65
PS4,ACE Team,28-Jul-15,65
VITA,Spiky Fish Games,28-Apr-15,65
PC,Subterranean Games,2-Apr-15,65
XONE,Codemasters,21-Jul-15,64
3DS,winterworks,7-May-15,64
XONE,Golden Ruby Games,23-Sep-15,64
PS3,TOYBOX,10-Mar-15,64
PC,"Slitherine, Slitherine Group",16-Jul-15,64
PS4,Volition Inc.,20-Jan-15,64
PC,Ape Law,15-Sep-15,64
WIIU,Nostatic Software,23-Jul-15,64
WIIU,Super Icon Ltd,18-Jun-15,64
PC,Telltale Games,17-Nov-15,64
PS4,Sandlot,8-Dec-15,64
XONE,"Ubisoft, Ubisoft Montreal",13-Jan-15,64
3DS,Delirium Studios,17-Dec-15,64
XONE,[bracket]games,27-Nov-15,64
WIIU,The Muteki Corporation,23-Jul-15,64
PC,Daedalic Entertainment,9-Apr-15,64
PC,Mages.,23-Jan-15,64
PS4,Zoink!,1-Sep-15,64
PS4,Gaming Minds Studios,13-Oct-15,64
XONE,Mechabit Ltd,9-Oct-15,64
3DS,Collavier,18-Jun-15,64
PC,IMGN.PRO,9-Jun-15,64
PC,Firaxis Games,12-Mar-15,64
PC,Funcom,29-Jun-15,64
PC,"Neon Studios, Kaiko",27-Jul-15,64
PC,Pinokl Games,25-Aug-15,64
XONE,Storm in a Teacup,15-May-15,64
XONE,Choice Provisions,14-Oct-15,64
PC,NeocoreGames,22-May-15,64
PC,Morgondag,20-Aug-15,64
PC,Splash Damage,1-Jun-15,63
PC,Deco Digital,27-Feb-15,63
VITA,Red Phantom Games,10-Feb-15,63
PS4,Omega Force,24-Feb-15,63
3DS,Eden Industries,20-Jan-15,63
PS4,BioWare,11-Aug-15,63
PS4,Cyanide,23-Jun-15,63
PS4,Delve Interactive,3-Nov-15,63
PC,"Trion Worlds, Bluehole Ginno Games",10-Dec-15,63
3DS,Arc System Works,10-Dec-15,63
PS4,"SCE Santa Monica, Fun Bits",5-Dec-15,63
PC,"Camouflaj, LLC",17-Dec-15,63
PC,ZANDEL MEDIA,25-May-15,63
PS4,Vicious Cycle,1-Dec-15,63
PC,Gaming Minds Studios,25-Sep-15,63
PS4,"Ready at Dawn, SCE Santa Monica",20-Feb-15,63
PS4,LOOT Interactive,30-Jun-15,63
XONE,Deco Digital,27-Feb-15,63
3DS,Puppy Games,26-Feb-15,63
3DS,Project Aces,10-Feb-15,63
PC,Mandragora,6-Oct-15,63
PC,Bitbox Ltd.,17-Nov-15,63
XONE,Rock Pocket Games,4-Mar-15,63
PC,"House of Tales, DTP Entertainment",1-Apr-15,63
PS4,Rock Pocket Games,3-Mar-15,63
PS4,KING Art,18-Sep-15,63
VITA,TOYBOX,10-Mar-15,63
PS4,"Bandai Namco Games, Artdink",17-Nov-15,63
PC,Artifice Studio,15-Nov-15,63
PS3,Arc System Works,11-Aug-15,63
3DS,Omega Force,30-Jun-15,63
PS4,Longtail Studios,17-Feb-15,63
PS4,Bloober Team,24-Apr-15,62
PC,Delve Interactive,3-Nov-15,62
PS4,"Kylotonn, Milestone S.r.l",13-Oct-15,62
PS4,Shawn Beck,28-Jul-15,62
XONE,Rebellion,6-Mar-15,62
3DS,"Racjin, Nippon Columbia",17-Nov-15,62
PC,Minor Key Games,20-May-15,62
PC,Red Herring Labs,17-Feb-15,62
XONE,"10tons Ltd, 10tons",9-Dec-15,62
PC,Alpha Wave Entertainment,25-Sep-15,62
PC,Omega Force,27-Aug-15,62
PS4,"Neon Studios, Kaiko",28-Jul-15,62
XONE,WB Games Montreal,14-Jul-15,62
VITA,i-illusions,7-Apr-15,62
PS4,Rebellion,3-Mar-15,62
PS4,Krome Studios,11-Aug-15,62
XONE,"10tons Entertainment, 10tons",3-Jun-15,62
PC,Tindalos Interactive,25-Mar-15,62
XONE,Seaven Studio,18-Sep-15,62
WIIU,Traveller's Tales,27-Sep-15,62
XONE,Coffee Stain Studios,26-Aug-15,62
PS4,"Bedtime Digital Games, LOOT Interactive",25-Aug-15,62
PC,Mighty Rabbit Studios,20-Jul-15,62
PS4,Fair Play Labs,12-May-15,62
XONE,Playground Games,27-Mar-15,61
PS4,EA Tiburon,14-Jul-15,61
PC,Atrax Games,7-May-15,61
PC,Guru Games,26-May-15,61
PS4,Vertex Pop,14-Apr-15,61
WIIU,Log Games,5-Feb-15,61
PC,Codemasters,9-Jul-15,61
PC,Aspyr,28-Jan-15,61
3DS,"Arc System Works, Natsume",27-Aug-15,61
PS4,"Rocksteady Studios, WB Games Montreal",14-Jul-15,61
PS4,"Bandai Namco Games, Spike Chunsoft",30-Jun-15,61
PC,Gatling Goat Studios,9-Jul-15,61
PC,IF Games,28-Apr-15,61
PC,Tasharen Entertainment,12-May-15,61
XONE,OSome Studio,6-Mar-15,61
PC,n-Space,19-Oct-15,61
PC,Swagabyte Games,12-Jan-15,61
3DS,Arc System Works,20-Oct-15,61
XONE,Monolith Productions,24-Feb-15,61
PS4,Italic Pig,12-May-15,61
XONE,Telltale Games,27-Oct-15,61
PC,Bossa Studios,9-Apr-15,60
PC,tiger & squid,4-Aug-15,60
XONE,Krome Studios,11-Aug-15,60
VITA,Virtual Toys,10-Nov-15,60
XONE,EA Tiburon,14-Jul-15,60
XONE,"Activision, Behaviour Interactive",3-Nov-15,60
VITA,"Bedtime Digital Games, LOOT Interactive",25-Aug-15,60
PC,Gateway Interactive,10-Jul-15,60
XONE,EA Sports,29-Sep-15,60
PC,FarmerGnome,23-Sep-15,60
PS4,BetaDwarf,20-Oct-15,60
WIIU,Threaks,24-Sep-15,60
PC,"Ubisoft, Krome Studios",12-Aug-15,60
XONE,tiger & squid,4-Aug-15,60
PS4,Blue Isle Studios,24-Mar-15,60
WIIU,Vilmos Gyokeres,22-Jan-15,60
VITA,5pb,13-Oct-15,60
PS4,"High Moon Studios, Iron Galaxy Studios",17-Nov-15,60
PC,Apostrophe Stockholm,5-Jun-15,60
PC,Shining Gate Software,13-Feb-15,60
PS4,Singapore University of Technology and Design,13-Oct-15,59
3DS,"Nintendo, Skip Ltd.",9-Oct-15,59
PC,Paul Cuisset,28-May-15,59
PS4,Dimps Corporation,6-Oct-15,59
PS4,Tango Gameworks,25-May-15,59
PC,Triangle Studios,10-Sep-15,59
PS4,"Activision, Behaviour Interactive",3-Nov-15,59
PC,Lumenox ehf,23-Feb-15,59
XONE,Cinopt Studios LLC,1-Sep-15,59
PS4,EA Sports,29-Sep-15,59
VITA,Arc System Works,24-Mar-15,59
PC,HyperSloth,13-Jul-15,59
PS4,MichaelArts,17-Feb-15,59
PC,HeSaw,8-Apr-15,59
PS4,LifeSpark Entertainment,31-Mar-15,59
XONE,Blue Isle Studios,25-Mar-15,59
PC,Telltale Games,27-Oct-15,59
VITA,On The Metal Ltd,1-Dec-15,59
XONE,RedBedlam,16-Oct-15,59
WIIU,Ufo Crash Games,27-Aug-15,59
PC,AtomicTorch,2-Apr-15,59
XONE,NeocoreGames,1-Dec-15,59
PS4,Lumenox ehf,7-Apr-15,59
PC,Puuba,29-Apr-15,58
WIIU,"Abstraction Games, Night Light Interactive",8-Oct-15,58
WIIU,"Barnyard Intelligence Games, Crystal Labs",6-May-15,58
3DS,AMZY,19-Mar-15,58
PS4,"Torn Banner Studios, Hardsuit Labs",1-Dec-15,58
WIIU,"Nintendo, Camelot Software Planning",20-Nov-15,58
PC,XMPT Games,20-Aug-15,58
PC,Might and Delight,9-Mar-15,58
PC,Animation Arts,2-Oct-15,58
PC,Tangrin,28-Jul-15,58
VITA,Nippon Ichi Software,24-Feb-15,58
PC,"Arc System Works, DotEmu",7-Jul-15,58
3DS,"Ambrella, The Pokemon Company",8-Apr-15,58
XONE,Koei Tecmo Games,24-Feb-15,58
PS4,Zoe Mode,3-Feb-15,58
XONE,ClockStone Software,21-Aug-15,58
XONE,Vertex Pop,17-Apr-15,58
PC,Iridium Studios,24-Feb-15,58
3DS,Tamsoft,15-Sep-15,58
PS4,Omega Force,17-Mar-15,58
PS4,Coffee Stain Studios,11-Aug-15,58
PS4,"Mediatonic, Hato Moa",22-Dec-15,58
PS4,Compile Heart,28-Apr-15,58
WIIU,Nostatic Software,1-Oct-15,58
PC,Erdem Sen,14-Aug-15,58
WIIU,Brainseed Factory,19-Nov-15,57
XONE,Stage 2 Studios,13-May-15,57
PS4,ZeroBit Games,8-Dec-15,57
PC,timesymmetry,2-Jul-15,57
3DS,"RED Entertainment, Spike Chunsoft",20-Mar-15,57
PC,Dimps Corporation,2-Nov-15,57
XONE,"Abstraction Games, Night Light Interactive",28-Aug-15,57
PS4,"Tamsoft, D3Publisher",21-Jul-15,57
PC,Pencil Test Studios,30-Sep-15,57
WIIU,Paladin Studios,15-Oct-15,57
PC,"Team Pixel Pi, Pixel Pi Games",20-Oct-15,57
XONE,Uppercut Games Pty Ltd,7-Aug-15,57
3DS,Renegade Kid,3-Dec-15,57
PC,Swordtales,11-May-15,57
PC,Nyamyam,15-Jan-15,57
VITA,Disco Pixel,10-Feb-15,56
XONE,Yeah Us!,18-Sep-15,56
WIIU,Padaone Games,2-Jul-15,56
3DS,Genius Sonority Inc.,18-Feb-15,56
PS4,Ubisoft Montreal,13-Jan-15,56
PS4,Swordtales,12-May-15,56
PC,Code Headquarters,8-Dec-15,56
3DS,Nintendo,10-Nov-15,56
XONE,Radical Entertainment,14-Jul-15,56
PC,EKO Software,2-Jul-15,56
PC,No Bull Intentions,29-Jan-15,56
PS4,"Uppercut Games, Uppercut Games Pty Ltd",4-Aug-15,56
PC,Inner Void,27-Jul-15,56
WIIU,Cypronia,4-Jun-15,55
PC,Cyber Rhino Studios,20-Aug-15,55
PC,iFun4all,9-Dec-15,55
PS4,Ravenscourt,23-Oct-15,55
XONE,Guru Games,28-Aug-15,55
PC,Raven Travel Studios,20-Jul-15,55
3DS,Collavier,12-Mar-15,55
VITA,"Image Epoch, Imageepoch",3-Feb-15,55
PC,Digital Furnace Games,27-Aug-15,55
PC,Rubycone,13-Mar-15,55
PC,GriN Multimedia,17-May-15,55
PC,Rodeo Games,7-Jan-15,55
PC,Calvino Noir Ltd.,27-Aug-15,55
VITA,Gun Media,12-May-15,55
PC,Red Fly Studio,10-Mar-15,55
XONE,BetaDwarf,21-Oct-15,54
XONE,Milestone S.r.l,6-Oct-15,54
WIIU,Nostatic Software,22-Oct-15,54
WIIU,Moving Player,15-Oct-15,54
WIIU,Mobot Studios Inc,21-May-15,54
PS4,Valkyrie Entertainment,5-Dec-15,54
PS4,Giants Software,19-May-15,54
PC,stillalive studios,31-Mar-15,54
PC,Hato Moa,15-Dec-15,54
XONE,GameArt Studio GmbH,19-Jun-15,54
PC,Standfast Interactive,13-Oct-15,54
PC,Stainless Games,21-May-15,54
WIIU,CHUDCHUD INDUSTRIES,16-Dec-15,54
XONE,Giants Software,19-May-15,54
PC,Yanim Studio,1-Sep-15,53
XONE,Coffee Stain Studios,17-Apr-15,53
PS4,Standfast Interactive,13-Oct-15,53
VITA,Giants Software,6-Oct-15,53
PS4,Telltale Games,27-Oct-15,53
VITA,Graffiti Entertainment,17-Nov-15,53
PS4,Grande Games,11-Aug-15,53
PC,Loren Lemcke,25-Feb-15,53
WIIU,Nostatic Software,6-Aug-15,52
XONE,Gateway Interactive,10-Jul-15,52
PS4,tiger & squid,8-Sep-15,52
XONE,"tiny Build GAMES, tinyBuild",17-Jul-15,52
VITA,"bitComposer Games, bitComposer",1-Sep-15,51
PS4,Happy Dance Games,22-Sep-15,51
PS4,Ice-Pick Lodge,10-Sep-15,51
XONE,"Torn Banner Studios, Hardsuit Labs",2-Dec-15,51
3DS,Abylight,12-Mar-15,51
PS4,Piranha Bytes,21-Aug-15,51
XONE,HeSaw,18-Feb-15,51
PS4,"Just Add Water, Bossa Studios",25-Aug-15,51
PC,Scott Cawthon,23-Jul-15,51
PS4,Ilusis Interactive Graphics,7-Apr-15,50
PC,Still Games,12-Oct-15,50
VITA,Corecell Technology,10-Feb-15,50
PC,"Anvil Drop, LLC",30-Dec-15,49
PS4,Yanim Studio,30-Jun-15,49
XONE,Modern Dream,13-Mar-15,49
PC,Phosphor Games,25-Aug-15,49
WIIU,OXiAB Game Studio,23-Jul-15,49
PC,Uniworlds,15-Jan-15,49
PS4,Radical Entertainment,14-Jul-15,48
XONE,Cyanide,18-Jun-15,48
PC,Shiver Games,13-Feb-15,48
3DS,VD-DEV,26-Feb-15,48
VITA,Virtual Toys,1-Sep-15,48
PC,Cameron Kunzelman,21-May-15,48
WIIU,JMJ,10-Sep-15,48
XONE,Omega Force,17-Mar-15,48
PC,Pulsetense Games,30-Apr-15,47
XONE,Eclipse Games,4-Sep-15,47
PC,"Uppercut Games, Uppercut Games Pty Ltd",3-Aug-15,47
PC,Basecamp Games,19-Jan-15,47
PC,Focus Home Interactive,5-Feb-15,47
PC,"Reality Twist GmbH, Reality Twist",21-Oct-15,47
WIIU,Secret Tunnel Entertainment,21-May-15,46
PS4,"Lukewarm Media, Circle 5, Circle 5 Studios",20-Oct-15,46
XONE,"MLB.com, MLB AM",1-Apr-15,46
3DS,Ubisoft Osaka,20-Oct-15,46
3DS,"MileStone Inc., Klon Co., Ltd., RS34",30-Apr-15,46
PC,Ice Water Games,19-Aug-15,46
3DS,Spike Chunsoft,12-May-15,46
WIIU,"Nintendo, Nd Cube",13-Nov-15,46
PC,Modern Dream,13-Mar-15,45
PS4,Pablo Testa,28-Apr-15,45
PS4,Wales Interactive Ltd.,21-Apr-15,45
3DS,"Prope, Kadokawa",10-Nov-15,45
WIIU,"Prope, Kadokawa",10-Nov-15,45
WIIU,Rawkins Games,5-Feb-15,44
PS4,LOOT Entertainment,17-Feb-15,44
WIIU,A Crowd of Monsters,14-May-15,44
XONE,Wales Interactive Ltd.,22-Apr-15,44
PS4,Calvino Noir Ltd.,25-Aug-15,44
WIIU,Valhalla Game Studios,28-Aug-15,43
PC,Fancy Fish Games,17-Sep-15,43
3DS,Mechanic Arms,19-Feb-15,43
PC,Destructive Creations,1-Jun-15,43
XONE,A Crowd of Monsters,9-Jan-15,43
PC,NO cvt,28-Oct-15,43
PC,Storm in a Teacup,31-Jul-15,43
XONE,Quaternion Studio,4-Dec-15,42
PS4,Nordic Games Publishing,12-May-15,42
PS4,Rainbow Studios,27-Oct-15,42
WIIU,CHUDCHUD INDUSTRIES,15-Jan-15,41
3DS,Kemco,1-Oct-15,40
3DS,Mechanic Arms,2-Apr-15,40
WIIU,Cypronia,12-Mar-15,40
WIIU,EnjoyUp Games,19-Jan-15,39
PC,Rosebud Games,16-Apr-15,39
XONE,Robomodo,29-Sep-15,39
XONE,Pablo Testa,29-Apr-15,38
PS4,NATSUME ATARI Inc.,14-Jul-15,38
PS4,Black Forest Games,19-Aug-15,37
PC,Vogelsap,21-Aug-15,36
3DS,Arc System Works,11-Jun-15,36
XONE,Codemasters,20-Oct-15,36
WIIU,Actos Games,2-Apr-15,35
PC,Nano Games sp. z o.o. (Ltd),2-Dec-15,35
PS4,Codemasters,20-Oct-15,33
PC,Moonbite Games,30-Jan-15,32
XONE,Black Forest Games,19-Aug-15,32
PS4,Robomodo,29-Sep-15,32
WIIU,Carbon Fire Studio,29-Jan-15,30
WIIU,"TreeFallStudios, TreeFall Studios",8-Jan-15,29
XONE,EnjoyUp Games,16-Oct-15,29
PS4,Wander,4-Jun-15,28
PC,Reality Pump,30-Jan-15,27
PS4,Bigben Interactive,20-Jan-15,26
PS4,HB Studios Multimedia,4-Sep-15,25
PC,Codemasters,19-Oct-15,24
PS4,Recotechnology S.L.,21-Jul-15,23
PS4,Versus Evil,22-Sep-15,21
XONE,HB Studios Multimedia,24-Feb-15,20
PS4,HB Studios Multimedia,24-Feb-15,19
PC,Pure FPS,11-Jun-15,19
XONE,CD Projekt Red Studio,31-May-16,94
VITA,Vanillaware,7-Jun-16,93
PS4,Naughty Dog,10-May-16,93
XONE,PLAYDEAD,29-Jun-16,93
PC,Out Of The Park Developments,22-Mar-16,92
PC,CD Projekt Red Studio,30-May-16,92
PC,Blizzard Entertainment,23-May-16,91
XONE,Blizzard Entertainment,23-May-16,91
XONE,Playground Games,23-Sep-16,91
PS4,CD Projekt Red Studio,30-May-16,91
PC,Ty Taylor and Mario Castaneda,12-Jul-16,91
PS4,PLAYDEAD,23-Aug-16,91
VITA,Image & Form,7-Jun-16,90
PS4,Blizzard Entertainment,23-May-16,90
PS3,Falcom,6-Sep-16,90
PC,Metanet Software Inc.,25-Aug-16,90
PC,BitFinity,2-Sep-16,90
PC,increpare,17-Apr-16,90
XONE,Visual Concepts,16-Sep-16,90
PC,Visual Concepts,20-Sep-16,90
PC,Cardboard Computer,20-Jul-16,90
XONE,Infinity Ward,4-Nov-16,89
PC,From Software,11-Apr-16,89
PS4,"Q Entertainment, Monstars Inc., Enhance Games",13-Oct-16,89
WIIU,Tom Happ,1-Sep-16,89
PS4,Respawn Entertainment,28-Oct-16,89
PS4,From Software,12-Apr-16,89
XONE,Zen Studios,6-Dec-16,89
XONE,"Sickhead Games, LLC, Eric Barone",14-Dec-16,89
PS4,EA DICE,18-Oct-16,89
PC,"Eric Barone, ConcernedApe",26-Feb-16,89
XONE,Moon Studios,11-Mar-16,88
XONE,Arkane Studios,10-Nov-16,88
PS4,"Crystal Dynamics, Nixxes Software",11-Oct-16,88
PS4,Visual Concepts,16-Sep-16,88
PC,Firaxis Games,5-Feb-16,88
PS4,Arkane Studios,10-Nov-16,88
3DS,Intelligent Systems,19-Feb-16,88
PC,Moon Studios,27-Apr-16,88
3DS,Intelligent Systems,10-Mar-16,88
PC,Firaxis Games,20-Oct-16,88
PC,EA DICE,21-Oct-16,88
PC,Blizzard Entertainment,30-Aug-16,88
PS4,Steel Crate Games,13-Oct-16,88
PC,D-Pad Studio,1-Nov-16,88
PS4,Firaxis Games,27-Sep-16,87
PS4,"Thekla, Inc",26-Jan-16,87
XONE,id Software,13-May-16,87
XONE,EA DICE,18-Oct-16,87
XONE,From Software,12-Apr-16,87
3DS,Game Freak,18-Nov-16,87
XONE,Noio,9-Aug-16,87
3DS,Game Freak,18-Nov-16,87
3DS,Ancient Corp,28-Jul-16,87
PC,"Thekla, Inc",26-Jan-16,87
3DS,Intelligent Systems,19-Feb-16,87
XONE,"Psyonix, Panic Button",17-Feb-16,87
WIIU,Image & Form,20-Oct-16,87
XONE,Konami,13-Sep-16,87
XONE,Respawn Entertainment,28-Oct-16,87
PS4,Vanillaware,7-Jun-16,87
XONE,Playground Games,13-Dec-16,87
PC,PLAYDEAD,7-Jul-16,87
XONE,Firaxis Games,27-Sep-16,87
PC,Techland,9-Feb-16,87
PC,"Cryptozoic Entertainment, Hex Entertainment",26-Jan-16,87
PC,Playground Games,27-Sep-16,86
XONE,"Thekla, Inc",13-Sep-16,86
XONE,Codemasters,5-Apr-16,86
XONE,Iron Galaxy Studios,29-Mar-16,86
PS4,"Sickhead Games, LLC, Eric Barone",13-Dec-16,86
PC,"Crystal Dynamics, Nixxes Software",28-Jan-16,86
PC,Creative Assembly,24-May-16,86
PS4,A Crowd of Monsters,19-Apr-16,86
3DS,HAL Labs,1-Sep-16,86
PC,The Coalition,11-Oct-16,86
PS4,Arc System Works,7-Jun-16,86
PC,Arkane Studios,10-Nov-16,86
XONE,Microsoft Game Studios,20-Sep-16,86
PS4,Techland,9-Feb-16,86
PC,Codemasters,19-Aug-16,86
PC,Daniel Mullins Games,4-Jan-16,86
VITA,Mike Bithell,6-Jan-16,86
PC,"drool Games, Drool",10-Oct-16,86
PC,Respawn Entertainment,28-Oct-16,86
XONE,Techland,9-Feb-16,86
PC,Infinity Ward,4-Nov-16,86
PC,Double Fine Productions,21-Mar-16,86
3DS,Intelligent Systems,19-Feb-16,86
WIIU,"Tantalus, Tantatus, Nintendo",4-Mar-16,86
3DS,Capcom,15-Jul-16,85
PS4,Codemasters,5-Apr-16,85
PS4,Brace Yourself Games,2-Feb-16,85
XONE,Dreamloop Games,9-Sep-16,85
XONE,Io Interactive,31-Oct-16,85
PC,Blizzard Entertainment,26-Apr-16,85
XONE,Campo Santo,21-Sep-16,85
PC,Arc System Works,2-Mar-16,85
PS4,id Software,13-May-16,85
PC,Mimimi Productions,6-Dec-16,85
XONE,Tom Happ,30-Sep-16,85
PS4,Konami,13-Sep-16,85
WIIU,BitFinity,11-Aug-16,85
VITA,Moppin,24-May-16,85
XONE,Codemasters,19-Aug-16,85
PS4,Witch Beam,8-Mar-16,85
PC,Coatsink Software,4-Oct-16,85
PS4,NetherRealm Studios,1-Mar-16,85
PS4,Insomniac Games,12-Apr-16,85
PS4,SCEA San Diego Studios,29-Mar-16,85
PC,Byzantine Games,19-May-16,85
PC,The Game Kitchen,29-Mar-16,85
PC,"Twistplay, Ste Curran",19-Jul-16,85
PS4,"EA Sports, EA Vancouver",27-Sep-16,85
PC,id Software,13-May-16,85
PS4,"The Fullbright Company, Midnight City",12-Jan-16,85
PS4,Sega,17-May-16,84
PC,Frontier Developments,17-Nov-16,84
XONE,"EA Sports, EA Vancouver",27-Sep-16,84
XONE,2K Games,13-Sep-16,84
PS4,Arc System Works,1-Nov-16,84
PS4,Ska Studios,15-Mar-16,84
VITA,5pb,29-Nov-16,84
